query,answer,image,image_path,sub_queries
How many uniform options are shown here for the 2018 San Francisco 49ers season?,two,eb63d1647514df4cae92b1094b73873e,9e8e262616ad0ab08fa65a1e82d3f24f.jpg,uniform options| 2018 San Francisco 49ers season
What gender is the 1992 Delaware gubernatorial election participant?,male,8fc00d5930112d724d93ac52677b6028,db9db01377e82ce3e571b7c376d083e4.jpg,1992 Delaware gubernatorial election| participant| gender
What is Hillary Clinton wearing in her left ear?,earring,b6d79ad459a7e968d48525c79a036625,b6d79ad459a7e968d48525c79a036625.jpg,Hillary Clinton| wearing| left ear
What is the main color of the St. Louis Blues logo?,blue,6c9c455f4b1e9308d2e58c231e4fd4ed,6c9c455f4b1e9308d2e58c231e4fd4ed.jpg,St. Louis Blues| logo| main color
What color are the stars on the flag for Australia?,white,d37579e1b3af9802d410eb94a26b1ec4,0e47d063f57f28edcc971d16f43825ff.jpg,stars| flag| Australia
Does this poster advertising Lark Rise to Candleford (TV series) feature a field or mountains?,field,8a6449f2a45349c249c3dd3deb245160,8a6449f2a45349c249c3dd3deb245160.jpg,poster| Lark Rise to Candleford (TV series)| field| mountains
What does David Tennant have stuck to his jacket?,pin,e9f503c02dcfa5b25ed6c3bc056af9d7,e9f503c02dcfa5b25ed6c3bc056af9d7.jpg,David Tennant| jacket| stuck
How many pictures of New Orleans make up this collage?,seven,d08d69e6470266bf510a3ef0f025bd80,d08d69e6470266bf510a3ef0f025bd80.jpg,collage| pictures| New Orleans
What is the main color of the FC Stade Nyonnais logo?,yellow,b7a1874add9c952ca1b44ea58b1d168e,b7a1874add9c952ca1b44ea58b1d168e.jpg,FC Stade Nyonnais| logo| main color
What body system makes up the parts from the Bones (TV series) ad?,skeletal,a577232f8e69d1a8eabb4ba4c302fffd,5c1ad750f6060370c2b6effd5263bcb8.jpg,Bones (TV series)| ad| body system| parts
What is the main color of the background of the The X-Files title screen?,black,f3f5c6d1ba2c3b2636f70af0dff1e52e,f3f5c6d1ba2c3b2636f70af0dff1e52e.jpg,main color| background| The X-Files title screen
What is the posture of bairavaa?,kneeling,86b87daa10f787ae4d03c7558761a7b2,86b87daa10f787ae4d03c7558761a7b2.jpg,bairavaa| posture
what colour is the background in the doosukeltha poster?,green,c0867ec2b0800e227a3becf0ceed6c6e,d3268b4fbe913a2d660b16136f4855e6.jpg,doosukeltha poster| background color
How many colors make up the Ford Motor Company logo?,two,c4e4761af42febd83203aee57438a888,c4e4761af42febd83203aee57438a888.jpg,Ford Motor Company| logo| colors
What is the soldier holding in his right hand?,gun,29b731216868bf1623a33a1e8f2d8aad,ffab446832065ce1208804fcaca44b69.jpg,soldier| right hand| object
What singular part of a bird's body adorned the helmets worn during the 2017 Philadelphia Eagles season?,wing,98118c5e614ff28912714e9ffa587ba5,f0266feeefbc4614dd5ab22b3688a73b.jpg,helmets| 2017 Philadelphia Eagles season| part of a bird's body
What color were the Pittsburg Steelers' uniform's pants during the 2017 Pittsburgh Steelers season?,yellow,b66c803460e256dcc25fe2394bc117e3,904706e9291524e8f17e4933f4c79d9c.jpg,Pittsburgh Steelers| uniform| pants| 2017 season
How many uniform options for the 2017 Oakland Raiders season include gray pants?,two,68c698a2756a4faa4567deaab6b602eb,d49baadb62955ac1a6cb3f52439ad38c.jpg,2017 Oakland Raiders season| uniform options| gray pants
How many uniform options are shown here for the 2017 Denver Broncos season?,three,a8f95f8f1db8f37754ded180a22b4438,f09f6961aa5379e519920fb829600516.jpg,uniform options| 2017 Denver Broncos season
What is behind the dolphin on the helmets of the uniforms for the 2017 Miami Dolphins season?,sun,f746565eeb0e4fd2b52c7666cb07ec3e,1ce2f280d3b207d3f1d92cefa510b626.PNG,dolphin| helmets| uniforms| 2017 Miami Dolphins season
What color is least prominent in the Arrowhead Stadium logo?,yellow,1c3d749cfe8b4d5cda44f88eedaced4e,c753f1759e104b8a824eaf527cd0bd96.jpg,Arrowhead Stadium| logo| least prominent color
The logo for the AT&T Stadium shows how many lines on the ball?,five,c41c8bd68af1a15d247683ad5e443e9a,c41c8bd68af1a15d247683ad5e443e9a.jpg,logo| AT&T Stadium| lines| ball
What color is the background on the cover of And Then There Were None (miniseries)?,black,b05b13da6218a48f9f7b5d588246b3ea,c73aa3d3a987147c99f9f4cc60a309d4.jpg,cover| And Then There Were None (miniseries)| background color
What is the main color of the double decker bus in Madrid?,red,5eb012385a10b00b17dd46029050aea3,338c880f03cb886442c26da9ff278c8a.JPG,double decker bus| Madrid| main color
What color is the circle around the sumgayit fk logo?,blue,6507681e4a1e41f577ca6617912e99ca,6507681e4a1e41f577ca6617912e99ca.jpg,Sumgayit FK| logo| circle color
On what color shield is FSV 63 Luckenwalde?,yellow,baba3b63b9f684c4840df93f29346edf,baba3b63b9f684c4840df93f29346edf.jpg,FSV 63 Luckenwalde| color shield
What sport was played at the Polo Grounds?,baseball,3d07f5e6821849ade2b244e309149859,6125553e8f668482510b206fd2a36c30.jpg,Polo Grounds| sport
What game is being played at Kezar Stadium?,football,8fa980cec2bff9cffd0bdf71bea21219,8fa980cec2bff9cffd0bdf71bea21219.jpg,Kezar Stadium| game
What is R.Kelly wearing around his neck?,necklace,573f365008fd6424f3d8165d7e2b6132,573f365008fd6424f3d8165d7e2b6132.jpg,R.Kelly| wearing| neck
What is Mary J. Blige wearing around her neck?,scarf,ad6b4b615fc63a3685ca5be289e2af6d,ad6b4b615fc63a3685ca5be289e2af6d.jpg,Mary J. Blige| necklace
What type of earring is the woman wearing on the Growing Pains (Mary J. Blige album)?,hoop,51c065becbb7d1e8f5438c78b421107e,ac0d561cf1a52e67347f03a173f4b227.jpg,earing| woman| Growing Pains (Mary J. Blige album)
What color is the 2006–07 Serie A map of Italy?,grey,d35c375a2e54e986eab2341276e627b5,91fedf03077188eac4afd487cebcc18c.jpg,2006–07 Serie A| map of Italy| color
What color is the oval shape of the Lola Cars logo?,yellow,db1e14a412c4ce6c2f4b1b16520b0e89,52f62aa54b4f7454ae8ef5b8e3654d88.jpg,oval shape| Lola Cars logo| color
What is the predominant color of the Multi-valve?,silver,aad79b16e7730c45d0074248a2e88582,0e069a2c6adcb66a4d4e00264d58bfdb.jpg,Multi-valve| predominant color
What color are Jay-Z's eyes?,brown,7fc7cc227609bc51a14202c9236c88e7,7fc7cc227609bc51a14202c9236c88e7.jpg,Jay-Z| eye color
How many five point stars are on the flag for Australia?,one,d37579e1b3af9802d410eb94a26b1ec4,c2fd65267fa957a850dca37887aa967a.jpg,flag| Australia| five point stars
How many men are visible in this photo of St. Clair Streett?,8,8e2561c5bf570af23a3951b42be1b17b,4a62a0ddb494551f20db7a541a02449d.jpg,St. Clair Streett| photo| number of men
What metal structure is located above the entrance of the venue for 2006–07 in English football?,arch,405d53eff299be08d298e48fbfae2a75,e6820b59c301bb1c3b9afe494381a2ce.jpg,metal structure| entrance| venue| 2006–07| English football
What color is the bright coat that the guy with the sign on his back is wearing in the background of 2007-08 in english football?,orange,03d4be8a0709b089a2b72708f5a64875,03d4be8a0709b089a2b72708f5a64875.jpg,bright coat| guy with the sign| background| 2007-08| english football
Is it day or night in the photo featured at the bottom of this collage of London?,night,edda61d6ace989ed6a5aa01af7ffcd32,edda61d6ace989ed6a5aa01af7ffcd32.jpg,photo| collage of London| day| night
What is lit up in the background of the House of Cards (American TV series) photo?,building,ad38b0252abd72e59ffb049830253aa6,ad38b0252abd72e59ffb049830253aa6.jpg,background| House of Cards (American TV series) | photo
What are the color of Thomas Jefferson's eyes?,brown,a330fae27dc8960e3ebff4d946565789,a330fae27dc8960e3ebff4d946565789.jpg,Thomas Jefferson| eye color
Does the logo for Knattspyrnufélagið Víkingur have a soccer ball in it?,yes,48272e364a96a91952c3cffe826a7a5f,bc4109b1cdca46891593df6c320d673f.jpg,logo| Knattspyrnufélagið Víkingur| soccer ball
Is it nighttime on the cover of How to Train Your Dragon (film)?,yes,a70a6f09da4916555e87196636a2d6b7,fdbb44e9212226d1c83e104e66eb6d87.jpg,cover| How to Train Your Dragon (film)| nighttime
Is Las Vegas a rural or urban area?,urban,32dfc1980650c104da9fb2c37daff1bb,3913e9feab326280e6bc469d7d12d6b5.jpg,Las Vegas| rural| urban area
What symbol is on the top of the crown in the Real Oviedo logo?,cross,f8973d9b4fa686d5935da874ea771fcf,8f944ce4847e22fc5a7b3b00f7f11b54.JPG,Real Oviedo| logo| crown| symbol
What item is inside the circle on the right of the Queensland flag?,crown,f6909224eb6c005422b55367e78a299c,c3957a2f610d70a40a70f8a2175b089e.jpg,Queensland flag| item inside the circle
What part of the Stanley Cup is black?,base,2e5bde290ef47a055e2237822e4d564c,2e5bde290ef47a055e2237822e4d564c.jpg,Stanley Cup| black part
What is the woman wearing on her face in the poster for fifty shades darker (film)?,mask,9b028906a33565feb187acaf72e26076,9b028906a33565feb187acaf72e26076.jpg,poster| fifty shades darker (film)| woman| face
What type of sports activity are these people in the Marathon doing?,racing,4785bf29e555e41b0b1fec7307a215ba,4785bf29e555e41b0b1fec7307a215ba.jpg,Marathon| sports activity| people
What is the main color of the Auckland Rugby Union logo?,blue,a30477adfa96cab0b49df7d00b357e38,a30477adfa96cab0b49df7d00b357e38.jpg,Auckland Rugby Union| logo| main color
What does the woman on the cover of Itoshino Half Moon sit upon?,chair,900f1a41fcbd7e887a10e33344a8d9ad,eb12b8a1dd5e22946a2981d09145b54a.jpg,cover| Itoshino Half Moon| woman| sit upon
How many syringes shown here are filled with BLOOD?,five,b8a9c0263905b303ef1f40daaa9503ec,b8a9c0263905b303ef1f40daaa9503ec.jpg,syringes| BLOOD
How many people are on the cover of Couples Retreat?,7,6a3b3dbe0908068988b650079d47fd47,6a3b3dbe0908068988b650079d47fd47.jpg,cover| Couples Retreat| number of people
What color is in the background of the Ang Probinsyano logo?,blue,c578909bd769561d7a5bed38187c3836,2444a3cba7e9054e6c641031e14c28f2.jpg,Ang Probinsyano| logo| background color
What color is the background of the logo for The Bill?,blue,37f99741195ab2045e7b135d488d4be9,61999c4655cf0e1395e345a2e505299f.jpg,background color| logo| The Bill
Are there bodies of water within the road loop in Nad Al Sheba?,yes,fe4d933f2056507d2bb241ee69db19a7,fe4d933f2056507d2bb241ee69db19a7.jpg,bodies of water| road loop| Nad Al Sheba
Based on the logo over the title what animals seem to race at the Preakness Stakes?,horses,88bbe06edd9e515daa05409507b75b4f,88bbe06edd9e515daa05409507b75b4f.jpg,logo| Preakness Stakes| animals| race
What animal is at the top of the Bradford City A.F.C. logo?,rooster,620b60cb3110c6b00d0ca9d00fd0bf01,620b60cb3110c6b00d0ca9d00fd0bf01.jpg,Bradford City A.F.C.| logo| animal
what weapons is being displayed over the character's head in this poster for Adventure Time?,sword,53bc56bd25b52819fea661edae5e45b2,53bc56bd25b52819fea661edae5e45b2.jpg,poster| Adventure Time| weapons| character
What material is the jacket of this nominee for the Filmfare Award for Best Actor made of?,leather,6fc8e18c4eec0634d408e84b797ef8b9,e163093b245c3f7bae44dd6236fefb9b.jpg,jacket| nominee| Filmfare Award| Best Actor| material
What is the Best music director of Filmfare wearing on his face?,glasses,f13b365b6d3b42ee9ea48a2dedb42fdb,e163093b245c3f7bae44dd6236fefb9b.jpg,Best music director| Filmfare| wearing on his face
What is there a hankerchief in on the jacket that Shah Rukh Khan is wearing?,pocket,55bba20dd5edce505910342b8affef05,ed2d005a962fd70ee0b8a2a43411cc2c.jpg,hankerchief| jacket| Shah Rukh Khan
What is the middle right image in tokyo?,bridge,f63228fa891acc3142e97c778aa1f600,f63228fa891acc3142e97c778aa1f600.jpg,middle right image| Tokyo
What color is the sky at fukuoka airport?,blue,9a08502308e1aaf232cf90c4359ea72e,088f5bd8ba0a6d1270f16f184f18e72b.jpg,color| sky| Fukuoka Airport
What do you have to walk up before you can get into this house on The Facts of Life (TV series)?,steps,31ef0fff6d137e9675913db02f8f9304,31ef0fff6d137e9675913db02f8f9304.jpg,house| The Facts of Life (TV series)| walk up
What color is the traffic light in Saitama Super Arena?,red,07e6a40f1ca3dde41aa2d92fb624c6d0,f3555f22e30d3297119baff17239da8d.jpg,traffic light| Saitama Super Arena
What does Toranosuke Takagi have on his head?,hat,fbb9824c2944bbc4b9f1200f8274e296,ceae86c1882ae1dd735e7663bc913d32.JPG,Toranosuke Takagi| head
What is the guy doing the Long Jump over?,sand,f0ab760fcaff6c2200c35ba72a46dddc,f0ab760fcaff6c2200c35ba72a46dddc.jpg,Long Jump| guy| doing| over
What is the man wearing on his head in this poster for The Blacklist (TV series)?,hat,905ffa10e5343e6b55952a219f876259,905ffa10e5343e6b55952a219f876259.jpg,poster| The Blacklist (TV series)| man| headwear
How many photos are in this collage of Trieste?,six,84c5a93d8cf8d2bd752a4eae32355af7,84c5a93d8cf8d2bd752a4eae32355af7.jpg,collage| Trieste| photos
What company made the headband Tereza Smitková is wearing?,nike,e09fd797f574299b752e8194ba9ede23,006f0d31e8be3980218b130630048e19.jpg,Tereza Smitková| headband| company
What is Karel Nováček holding?,racket,5c60b0a5c45c60e8c88902646465314c,c815029ee2db6910a80d13eecbbba296.jpg,Karel Nováček| holding
How many human eyes are seen on you raise me up?,one,def39a33af26c6fe95ded564d9ee6ca4,3ce82926e9231366d23978b2f5078c7f.jpg,you raise me up| human eyes
What type of art is the sheet trying to communicate?,music,05fbc815abd34af27accadcf9fd92623,b1d9e62e50b54eeece66c9547cf60f46.jpg,type of art| sheet| communicate
How many buttons are on Johann Sebastian Bach's shirt?,five,e7131007c33fe496624f9e8b3a057272,e7131007c33fe496624f9e8b3a057272.jpg,Johann Sebastian Bach| shirt| buttons
What color is ludwig van beethoven scarf?,red,121ca129bcf6b154ed2ea9ff8c930ece,121ca129bcf6b154ed2ea9ff8c930ece.jpg,Ludwig van Beethoven| scarf| color
What main color besides yellow is featured on the CD Shine on You Crazy Diamond?,green,7b1f2357a0eaf37c9d8767d76629093e,7b1f2357a0eaf37c9d8767d76629093e.jpg,CD| Shine on You Crazy Diamond| main color| yellow
What shape does the rainbow go through on the Money (Pink Floyd song) cover?,triangle,8c5d216700a7e74f021c2d379ab84592,8c5d216700a7e74f021c2d379ab84592.jpg,Money (Pink Floyd song)| cover| rainbow| shape
What is the wall behind Pink Floyd made of?,bricks,3d4d13d8645517d89c5d8bc0283ddc02,3d4d13d8645517d89c5d8bc0283ddc02.jpg,wall| Pink Floyd
What is Jeffrey Buttle holding in his right hand?,medal,a4abd45547a27a042305ff9de4c25c82,3263d59640c5f476eda57caaed64de17.jpg,Jeffrey Buttle| right hand
Did Bert Lazzarini ever wear glasses?,yes,5457fced38ecb846892c20b5df40e39f,fd0501b9428e5254b7b31de929090dfd.jpg,Bert Lazzarini| glasses
What color hair does John Kerin have?,gray,1f7723e1091549c14bb0a55a0404f9b8,0b2f0e71160a677629f5993736225978.jpg,John Kerin| hair color
What color is John Travolta's facial hair?,gray,e5aa0a12a677fdbfc8ef80a28f5e0efb,e5aa0a12a677fdbfc8ef80a28f5e0efb.jpg,John Travolta| facial hair color
What type of fixtures are shining behind David Bowie in this photo?,lights,dfcd921d54971e95264bb669f3a3fa9a,dfcd921d54971e95264bb669f3a3fa9a.jpg,fixtures| David Bowie| photo
What color is the flower on the cover of Harry and the Hendersons?,red,ce4d06b2d23ccb3a3e57c8bb2976cfdc,ce4d06b2d23ccb3a3e57c8bb2976cfdc.jpg,flower| cover| Harry and the Hendersons
What instrument is Bob Dylan playing?,guitar,f5cbf925ab8a92bed75b9ad81fffe656,86139e3335fc43f33532a283da0fb59e.jpg,Bob Dylan| instrument
What sport is played at the 2014 Tippeligaen?,soccer,2af4abc39a02f314b2a677e90478a88f,bf460f4901f7a072dc1ef22e4480f293.jpg,2014 Tippeligaen| sport
How man refs can be seen in this game from the 2007 NFL season?,two,2c08f14a07d398234b952339b0de6455,4ff83a3c8daf4e06dcdff4b2a9b38dd9.jpg,refs| 2007 NFL season| game
What type of jewelry is shown here commemorating the 1994 San Francisco 49ers season?,ring,be753f80b7fcf4f47bd7e1685775a06b,be753f80b7fcf4f47bd7e1685775a06b.jpg,jewelry| 1994 San Francisco 49ers season
What pattern is the white background on Wizards of Waverly Place?,brick,9b58cd135434cf7031f03c19cad86014,1c6733c20b3bfafedc440e31146a2a8f.jpg,Wizards of Waverly Place| white background| pattern
Is this image from The Beverly Hillbillies in black and white?,yes,e882d23040b8723449d32ee836d0e432,e882d23040b8723449d32ee836d0e432.jpg,image| The Beverly Hillbillies| black and white
How many different pictures of Cardiff are there here?,seven,7245d920b914309a4c162cba5def05bf,7245d920b914309a4c162cba5def05bf.jpg,Cardiff| pictures
What kind of wheel is on one of the pictures of Sheffield?,ferris,3661baa25b0fce53daba322a15c727f6,3661baa25b0fce53daba322a15c727f6.jpg,Sheffield| wheel| picture
How many people are in the Monte Carlo (2011 film) poster,three,04d77198b926780f8c1b88e2b7c3d602,d8dff1a0f263b92872dede25c197d2bd.jpg,Monte Carlo (2011 film)| poster| number of people
The picture for Malcolm in the Middle has a boy putting what on his face?,hands,dc4066f1ab7382c5faa1c66fbd103f8d,dc4066f1ab7382c5faa1c66fbd103f8d.jpg,Malcolm in the Middle| picture| boy| face
Is Gloria Estefan wearing a rainbow collar?,yes,6f4fe499bbee0da438a428f7b05a819c,6f4fe499bbee0da438a428f7b05a819c.jpg,Gloria Estefan| rainbow collar
What type of pants is Enrique Iglesias wearing?,jeans,9e3f3aa95007f87a67976269fd37517f,19560a49a9a67a7f54f673714c96a086.jpg,Enrique Iglesias| type of pants
What color makes up the horizontal streak in the middle of the Doctor Who title screen?,blue,fe1d61b05493cc86bd648abcbd644e63,feadeb44a053fcb774faedf1eeda6cda.jpg,Doctor Who| title screen| horizontal streak color
What color are Alan Hulme's eyeglasses?,black,7cfabbebbe8db20490f7baf1cd27f67b,61ccdf390ed984f02f2f470f281239d5.JPG,Alan Hulme| eyeglasses| color
What is Barry White touching with his left hand?,ear,b155f1ba134a84c8c378a97e0e60a573,b155f1ba134a84c8c378a97e0e60a573.jpg,Barry White| left hand| touching
How many people are on the cover of Forever My Girl?,2,eec1850434ae36a55578e4b1dd5bc2c2,eec1850434ae36a55578e4b1dd5bc2c2.jpg,cover| Forever My Girl| number of people
What color are the curbs painted in front of Hart House (University of Toronto)?,yellow,4f7a5a3038b42fbbc2935d8b1b6f1f3e,2c69ffd15b8f85034d1f7c0850c2df44.JPG,curbs| painted| Hart House| University of Toronto
How many photos are featured in this collage of Ottawa?,four,2452d8944da208c86c5a6d9e7c902267,2452d8944da208c86c5a6d9e7c902267.jpg,collage| Ottawa| photos
How many colors are present on Canada's flag?,two,a648b2cd489eef91c53d7f48b2733c57,8e023aad7a165875be9f8aff6cd83d5f.jpg,Canada's flag| colors
How many red stripes are on the flag of Austria?,two,69a96448d6ac96d383ca7410918d79a4,0407d5674f4a721388283a6c9d6b280e.jpg,red stripes| flag of Austria
Does Tokyo have colored lights on its bridge at night?,yes,f63228fa891acc3142e97c778aa1f600,f63228fa891acc3142e97c778aa1f600.jpg,Tokyo| colored lights| bridge| night
What hair style covers the forehead of Taylor Swift?,bangs,06b20247b254715e56dce63791481df1,06b20247b254715e56dce63791481df1.jpg,hair style| Taylor Swift| forehead
Which leg is the Lincoln City F.C. mascot standing on?,left,fb907daf5e88b9e35de699e6162f0331,fb907daf5e88b9e35de699e6162f0331.jpg,Lincoln City F.C.| mascot| leg
The logo for the Australian Open is on what color background?,blue,b3b4604812af1de7b1f48e351e568c69,b3b4604812af1de7b1f48e351e568c69.jpg,logo| Australian Open| background color
"In the photo of Amsterdam, what are the  sidewalks constructed of?",brick,7aa92d67f7643a9ac4584c95fe3ea1bd,7aa92d67f7643a9ac4584c95fe3ea1bd.jpg,photo| Amsterdam| sidewalks| constructed of
What color is the logo for Raymond James Stadium?,blue,55220772c49f357836fdd6c25ae126aa,6ffd5d75119b094784c84d66914a4df4.PNG,Raymond James Stadium| logo
Which arm is this driver from the 2011 NASCAR Sprint Cup Series waving in the air?,right,880eaa9cfd429a04e63d302f19d59106,42e239e497e10d72dc6f10d30a9011a5.JPG,driver| 2011 NASCAR Sprint Cup Series| waving arm
What is covering the head of Matt Kenseth ?,hat,9fcf1598059f0e17392a24de2421936f,4c2c6a189f14d10e07899ff1ba6fbe5f.jpg,head covering| Matt Kenseth
What is the man in the middle wearing on his face on the cover of Ekipa (TV series)?,glasses,af590e02f655fd93b365240483367cc6,af590e02f655fd93b365240483367cc6.jpg,Ekipa (TV series)| cover| man in the middle| wearing on his face
How many people are visible on the cover of Taras Bulba (2009 film)?,three,8b90dedd2d484c6f0c5626f072261bbf,2cc0c0917131ffdd000111e00b2da468.jpg,cover| Taras Bulba (2009 film)| visible people
Is there a woman in a green dress on the poster for Pachaikili Muthucharam?,no,1e577f9ca5c3165b1ac5df3c86799acc,1e577f9ca5c3165b1ac5df3c86799acc.jpg,woman| green dress| poster| Pachaikili Muthucharam
What color is the man's shirt in the center of the Poi Solla Porom poster?,yellow,a4fe94a83abdb627aae3c75b60037675,a4fe94a83abdb627aae3c75b60037675.jpg,Poi Solla Porom| poster| man's shirt color
How many people are on this image of baava?,two,7792357605f981069ea5f40ab38c4cd2,012ba5e565b92953a50bf5cc22cad51c.jpg,image| baava| number of people
What shape on the United States flag encases all the stars?,rectangle,4c6e0c8d6b9223bd435809e52eecd008,9afe91c27dc33b0d59a90b1e31400d1c.jpg,United States flag| shape| stars
How many uniform options are shown here for the 2019 Denver Broncos season?,three,4d5b6fba4bdc480af6247d229db9c182,4d5b6fba4bdc480af6247d229db9c182.jpg,uniform options| 2019 Denver Broncos season
What is the color of the seal for Aris Thessaloniki F.C.?,yellow,5bf713a7c10d5fd6425efba836510d2b,5bf713a7c10d5fd6425efba836510d2b.jpg,color| seal| Aris Thessaloniki F.C.
What shape is the track at Indianapolis Motor Speedway?,oval,e411f0a02e74bf62fb7ff7525617c19e,55b2e85e7785ffbd2be523422631194d.jpg,track| Indianapolis Motor Speedway| shape
Is the sky sunny or overcast in this photo of Eindhoven?,overcast,579cd1f68abe77fd7379cc46ebd8e2cb,579cd1f68abe77fd7379cc46ebd8e2cb.jpg,Eindhoven| sky| sunny| overcast| photo
What is the type of facial hair of the Savdhaan India man?,mustache,88efeb69ce2a636be58032c0c57b9fb3,ec968c5435ccac29467d6281d8ae53d5.jpg,Savdhaan India| type of facial hair
What company is on the logo of box cricket league?,mtv,f2b4fa62ac6502513640901dd606867a,f2b4fa62ac6502513640901dd606867a.jpg,Box Cricket League| logo| company
What animal is the symbol for Great Northern Railway (U.S.)?,goat,463d9ba547ec81b0aafa1bea802a6150,463d9ba547ec81b0aafa1bea802a6150.jpg,symbol| Great Northern Railway (U.S.)| animal
What body part is featured on the Burnley F.C. logo?,hand,73b87bb89329c830512b669e9fe36e21,73b87bb89329c830512b669e9fe36e21.jpg,Burnley F.C.| logo| body part
what is the primary color of the FC Ilves mascot,yellow,d158754c6d61ab5336336d2b9d97dfda,d158754c6d61ab5336336d2b9d97dfda.jpg,FC Ilves| mascot| primary color
What color are the domes on the building in Helsinki?,green,e34992e4c4a14c44af934d0e8be16ac2,ffdc4ac77a40d8f41fa7d7fc81592dd4.jpg,domes| building| Helsinki
What formations are in the sky in this advertisement for The 100 (TV series)?,clouds,12e29162d729c947024097733e2b1717,12e29162d729c947024097733e2b1717.jpg,advertisement| The 100 (TV series)| formations in the sky
What color is the hat Delphi Greenlaw is wearing?,brown,9812db409de6206353ea2ec48b2e2743,f0812dc9c35610633d23ca2a32350fee.jpg,Delphi Greenlaw| hat| color
In what position does Audrey Hepburn have her arms?,crossed,e704f7f0109e272e67d6aa8c9374f3ad,e704f7f0109e272e67d6aa8c9374f3ad.jpg,Audrey Hepburn| arm position
What is the woman's hand on in the City of Angels (film) poster,face,a06c765a38ca89248a5bc41c8087dec5,331df518759239e702e95c537d9fb0ae.jpeg,City of Angels (film)| woman's hand
Are there any trees visible in the poster for Campfire Tales (1997 film)?,yes,e0198ea94f9af055534d45a19108093d,e0198ea94f9af055534d45a19108093d.jpg,poster| Campfire Tales (1997 film)| trees
How many people are pictured on the seal of NYPD Blue?,two,7efa21e59a7003660095ab605a7b9f2a,2054ae4dca7a9b8c5df750eea462a518.jpg,seal| NYPD Blue| people
How many uniform options shown here for the 2005 New England Patriots season include navy blue pants?,two,8a9dd4f3d66293bec38ddd65b68225be,39718ab9381808ccbf74ba32c549a679.jpg,2005 New England Patriots season| navy blue pants| uniform options
Which uniform of the 2005 New York Jets season has striped socks?,white,a610125f041c5732c2200928840b6cec,34f3768cb3a43e96743d80a7d539e671.jpg,2005 New York Jets season| uniform| striped socks
How many uniform options from the 2008 New England Patriots season include gray pants?,one,df3b2c504b377793b7275e9ec6cd1e2f,39718ab9381808ccbf74ba32c549a679.jpg,2008 New England Patriots season| uniform options| gray pants
What is the main attribute of all of the helmets of the 2008 Cincinnati Bengals season?,stripes,4c8915b9c1df690b2a661f33108e7c40,4c8915b9c1df690b2a661f33108e7c40.jpg,2008 Cincinnati Bengals season| helmets| main attribute
What type of pattern does David Coulthard have on his shirt?,checkered,9d376cf736a06e30c233af135eea09a5,9d376cf736a06e30c233af135eea09a5.jpg,David Coulthard| shirt| pattern
What color shirt is Alex O'Brien wearing?,black,8a92cfca467dd162888e507549ebe442,f5d78aa16c7c31e637ec9672fdbd83f1.jpg,Alex O'Brien| shirt color
What is this old fashioned Lawyer holding in his hand?,quill,92d399b9466da040550fcd6fde041eb3,69e2f8c66247c77e5f24d642de6ff90f.jpg,old fashioned Lawyer| holding in hand
What is the Actor on centerstage wearing on his head?,hat,e7bda7dc2fb190d58431e0f6e8016165,3b5aecf0083ded0eefa546d6c976a728.jpg,Actor| centerstage| headwear
What items of nature can be seen in the forefront of the photo of Seattle?,trees,1d99f2e2d1888e6d93cd44a50b5e81d6,1d99f2e2d1888e6d93cd44a50b5e81d6.jpg,photo| Seattle| items of nature
What type of structure is over the water in this photo of San Francisco?,bridge,c2044be7619dc8fa4fb7ff3956c91e94,fdee78f441ab3762759fc40ba533ca37.jpg,structure| photo| San Francisco
"What kind of tracks can be seen in the photo of Santa Ana, California?",train,88253ca5e2b698b995fd0c6c02897111,1e6e27591124658c0584c70cf5515d0f.jpg,"photo| Santa Ana, California| tracks"
How many photos make up this collage of Chicago?,seven,3322e5824cfbc40968ca24e289486d6c,3322e5824cfbc40968ca24e289486d6c.jpg,collage| Chicago| photos
What is in front of the big globe in new york city?,fountain,bbc66fb789c0c669715df33c27868c96,5d1fd312dd8da2b280e8d8a222b2e6df.jpg,big globe| New York City| location
Was this photo of Cape Town taken in the afternoon or night?,night,a57537765cb7f6f6e87164c017dbf3ea,a57537765cb7f6f6e87164c017dbf3ea.jpg,photo| Cape Town| afternoon| night
Are there few or many fans in this photo taken at Dolphin Oval?,few,4d1dce00ffb017383a851c8242ea621d,4d1dce00ffb017383a851c8242ea621d.jpg,photo| Dolphin Oval| fans
"What sort of sports field is in Nashville, Tennessee?",baseball,8a87de32c17ef11df11465d102f5681e,6d868dcf368b66ad93080a4a7f9c16ba.jpg,sports field| Nashville| Tennessee
How many photos make up this collage of Kuala Lumpur?,seven,35f17217f156dbbe90e24b49aaa7587d,e9e4a8169feaf4bbedeb81ab5e328eae.jpg,collage| Kuala Lumpur| photos
How many shirt collars are displayed in the inbetweeners (television advertisement)?,one,95239a3ddf3c4bb9193e167e17a21e68,95239a3ddf3c4bb9193e167e17a21e68.jpg,shirt collars| inbetweeners| television advertisement
What surrounds the landmass that is Honshu?,ocean,2ef349738b224d1e6e7cdcf964c823f7,2ef349738b224d1e6e7cdcf964c823f7.jpg,landmass| Honshu| surrounds
How many photos were taken by night in this collage of Tokyo?,2,f63228fa891acc3142e97c778aa1f600,f63228fa891acc3142e97c778aa1f600.jpg,collage| Tokyo| photos| taken by night
